                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.8463,                 1.1846,                 1.1295,                0.76719,                0.64617,                0.68512,                0.30979,                 1.9535,                  1.147,                 1.2118,             0.00022687,             0.00022687,             0.00022687
                    149,                 1.8355,                 1.2093,                 1.1466,                0.70101,                0.65249,                0.65392,                0.27646,                 2.1081,                 1.1974,                 1.2526,             0.00022274,             0.00022274,             0.00022274
                    150,                 1.7978,                 1.1291,                 1.1733,                0.68884,                0.64177,                0.65114,                0.27947,                 2.0313,                 1.1968,                 1.2349,             0.00021862,             0.00021862,             0.00021862
                    151,                  1.711,                 1.1195,                  1.154,                0.70956,                0.64746,                0.67759,                0.34171,                  1.674,                 1.1422,                  1.152,              0.0002145,              0.0002145,              0.0002145
                    152,                 1.7234,                 1.1588,                 1.1391,                0.61666,                0.67666,                0.67083,                 0.3753,                 1.5244,                 1.1097,                 1.1106,             0.00021037,             0.00021037,             0.00021037
                    153,                 1.7217,                 1.1234,                 1.1475,                0.61126,                0.69249,                0.66786,                0.37771,                  1.514,                 1.0892,                 1.1038,             0.00020625,             0.00020625,             0.00020625
                    154,                 1.8541,                 1.1587,                 1.1381,                0.59648,                0.69096,                0.66781,                0.38831,                 1.5015,                 1.0852,                  1.101,             0.00020213,             0.00020213,             0.00020213
                    155,                 1.6834,                 1.1151,                  1.122,                0.61146,                0.67926,                 0.6764,                0.37317,                 1.6056,                 1.1062,                 1.1234,               0.000198,               0.000198,               0.000198
                    156,                 1.7487,                  1.101,                 1.1388,                0.57435,                0.69987,                0.68475,                0.36301,                 1.6879,                 1.1144,                 1.1384,             0.00019388,             0.00019388,             0.00019388
                    157,                 1.8645,                 1.1694,                 1.2215,                0.77276,                 0.6503,                    0.7,                0.38439,                 1.6192,                 1.0906,                 1.1202,             0.00018976,             0.00018976,             0.00018976
                    158,                 1.7042,                 1.0884,                 1.1503,                0.77993,                 0.6768,                0.72594,                0.42595,                 1.4925,                 1.0558,                 1.0918,             0.00018563,             0.00018563,             0.00018563
                    159,                 1.6724,                 1.1298,                 1.1062,                0.77059,                0.68982,                0.73035,                0.42219,                 1.5074,                 1.0554,                 1.0961,             0.00018151,             0.00018151,             0.00018151
                    160,                 1.7109,                  1.131,                  1.151,                0.76962,                0.72046,                 0.7504,                0.43765,                 1.4755,                 1.0148,                 1.0946,             0.00017739,             0.00017739,             0.00017739
                    161,                 1.6396,                 1.0709,                 1.1725,                0.79352,                0.69117,                0.74378,                0.42593,                 1.5203,                0.98807,                 1.1162,             0.00017326,             0.00017326,             0.00017326
                    162,                 1.7296,                 1.1717,                 1.1171,                0.78789,                0.67336,                0.71765,                0.36666,                 1.7218,                 1.0602,                 1.1673,             0.00016914,             0.00016914,             0.00016914
                    163,                 1.6988,                 1.1243,                 1.1252,                 0.7611,                0.63006,                0.69119,                0.33217,                 1.8509,                  1.126,                 1.2002,             0.00016502,             0.00016502,             0.00016502
                    164,                 1.6381,                 1.0717,                 1.1464,                0.76294,                0.63324,                0.69684,                0.35196,                 1.7591,                  1.126,                 1.1806,             0.00016089,             0.00016089,             0.00016089
                    165,                 1.6012,                 1.0507,                 1.1117,                0.74829,                0.68544,                0.71147,                0.40225,                 1.5466,                 1.0767,                 1.1322,             0.00015677,             0.00015677,             0.00015677
                    166,                 1.6386,                  1.044,                 1.1028,                0.77989,                0.71359,                0.73665,                0.42774,                  1.481,                 1.0329,                 1.1123,             0.00015265,             0.00015265,             0.00015265
                    167,                 1.6809,                 1.0682,                 1.1068,                0.80581,                0.70275,                0.74535,                0.42747,                 1.5082,                 1.0136,                 1.1127,             0.00014852,             0.00014852,             0.00014852
                    168,                 1.7314,                 1.0792,                 1.1195,                0.79948,                 0.7153,                0.74948,                0.41276,                 1.5607,                 1.0059,                 1.1188,              0.0001444,              0.0001444,              0.0001444
                    169,                 1.5779,                 1.0642,                 1.1068,                0.78607,                0.70602,                0.74276,                0.39181,                 1.6081,                 1.0238,                 1.1236,             0.00014028,             0.00014028,             0.00014028
                    170,                 1.6522,                 1.0341,                 1.0642,                0.77952,                0.68777,                0.72422,                0.36907,                 1.6739,                  1.054,                 1.1399,             0.00013615,             0.00013615,             0.00013615
                    171,                 1.7609,                 1.1139,                 1.1216,                0.78745,                0.67697,                 0.7226,                0.36732,                 1.6747,                 1.0658,                 1.1465,             0.00013203,             0.00013203,             0.00013203
                    172,                 1.6407,                 1.1007,                 1.1301,                0.82219,                0.68779,                0.74514,                0.40294,                 1.5583,                 1.0333,                 1.1272,             0.00012791,             0.00012791,             0.00012791
                    173,                 1.6581,                 1.0525,                 1.1374,                0.85857,                0.68601,                0.76363,                0.43813,                 1.4715,                0.99664,                 1.1108,             0.00012378,             0.00012378,             0.00012378
                    174,                 1.5954,                 1.0405,                 1.1221,                0.83992,                 0.6997,                0.77232,                0.44937,                 1.4593,                0.97706,                 1.1055,             0.00011966,             0.00011966,             0.00011966
                    175,                 1.6948,                 1.0249,                  1.136,                0.84003,                0.68546,                0.77062,                0.43932,                 1.4942,                 0.9709,                 1.1098,             0.00011554,             0.00011554,             0.00011554
                    176,                 1.6804,                 1.0887,                 1.1459,                0.81973,                0.68398,                0.75117,                0.41856,                 1.5387,                0.98404,                 1.1161,             0.00011141,             0.00011141,             0.00011141
                    177,                 1.5791,                0.99271,                 1.1009,                0.78469,                0.66602,                0.72829,                0.41082,                 1.5573,                 1.0198,                 1.1137,             0.00010729,             0.00010729,             0.00010729
                    178,                 1.7425,                 1.1299,                 1.1796,                0.75825,                0.67313,                0.70966,                0.40111,                 1.5478,                 1.0551,                 1.1073,             0.00010317,             0.00010317,             0.00010317
                    179,                 1.6321,                 1.0068,                 1.1049,                0.75479,                0.68942,                0.71655,                0.41761,                 1.4856,                 1.0323,                 1.0899,             9.9044e-05,             9.9044e-05,             9.9044e-05
                    180,                 1.6588,                 1.0541,                 1.1165,                0.77078,                0.73424,                0.74547,                0.44078,                  1.446,                0.99074,                 1.0801,              9.492e-05,              9.492e-05,              9.492e-05
                    181,                 1.6725,                 1.0503,                 1.1118,                0.78853,                0.73441,                0.76334,                0.45452,                 1.4343,                0.96952,                 1.0772,             9.0797e-05,             9.0797e-05,             9.0797e-05
                    182,                 1.7168,                 1.0796,                 1.1365,                0.78239,                0.73211,                 0.7651,                0.45025,                 1.4576,                 0.9713,                 1.0854,             8.6674e-05,             8.6674e-05,             8.6674e-05
                    183,                  1.608,                 1.0367,                 1.0796,                0.74034,                0.75039,                0.75624,                0.43765,                 1.5037,                0.99467,                 1.0969,              8.255e-05,              8.255e-05,              8.255e-05
                    184,                  1.587,                 1.0222,                 1.0917,                0.72947,                0.72504,                0.74033,                 0.4263,                 1.5147,                 1.0114,                 1.1013,             7.8427e-05,             7.8427e-05,             7.8427e-05
                    185,                 1.6571,                 1.0492,                 1.1313,                0.72899,                0.71065,                0.72299,                0.42574,                 1.4875,                 1.0135,                 1.0939,             7.4304e-05,             7.4304e-05,             7.4304e-05
                    186,                 1.6665,                  1.069,                 1.1593,                 0.7662,                0.70831,                0.73302,                0.43713,                  1.446,                0.98756,                 1.0814,              7.018e-05,              7.018e-05,              7.018e-05
                    187,                 1.5885,                 1.0409,                 1.0886,                0.77816,                0.71864,                0.75718,                0.45533,                  1.434,                0.95052,                 1.0766,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    188,                 1.7932,                 1.0971,                 1.0956,                0.76459,                0.74509,                0.77891,                0.47001,                 1.4226,                  0.925,                 1.0741,             6.1934e-05,             6.1934e-05,             6.1934e-05
                    189,                 1.7169,                 1.1005,                 1.1574,                0.77519,                0.74197,                0.78608,                0.48141,                 1.4041,                0.90768,                 1.0725,              5.781e-05,              5.781e-05,              5.781e-05
                    190,                  1.653,                 1.0182,                 1.1258,                0.79858,                0.74586,                0.79689,                0.48905,                 1.3948,                0.89584,                 1.0719,             5.3687e-05,             5.3687e-05,             5.3687e-05
                    191,                 1.6442,                 1.0729,                 1.1808,                0.78194,                0.76806,                 0.8022,                0.49262,                 1.3918,                0.89392,                 1.0701,             4.9564e-05,             4.9564e-05,             4.9564e-05
                    192,                 1.5586,                 1.0557,                 1.1445,                0.78834,                0.77243,                0.80555,                0.49266,                 1.3972,                0.89628,                 1.0693,              4.544e-05,              4.544e-05,              4.544e-05
                    193,                 1.6057,                 1.0627,                  1.167,                0.78418,                0.77376,                0.80532,                0.48778,                 1.4144,                 0.9062,                   1.07,             4.1317e-05,             4.1317e-05,             4.1317e-05
                    194,                 1.5055,                 1.0155,                 1.1206,                0.73842,                0.79722,                0.81022,                0.47849,                 1.4567,                0.92512,                 1.0756,             3.7193e-05,             3.7193e-05,             3.7193e-05
                    195,                 1.5542,                 1.1013,                 1.1389,                0.74434,                0.80508,                0.81048,                0.46883,                 1.5056,                0.94681,                 1.0827,              3.307e-05,              3.307e-05,              3.307e-05
                    196,                 1.5013,                0.98734,                 1.1151,                0.74003,                 0.8026,                0.81078,                0.46461,                 1.5255,                0.95648,                 1.0848,             2.8947e-05,             2.8947e-05,             2.8947e-05
                    197,                 1.6449,                 1.0751,                 1.1924,                0.81193,                0.76062,                0.81068,                0.47013,                 1.5098,                0.95317,                 1.0812,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    198,                 1.5975,                 1.0271,                 1.1018,                0.80046,                 0.7581,                0.80903,                0.47149,                 1.4895,                0.94956,                 1.0756,               2.07e-05,               2.07e-05,               2.07e-05
                    199,                  1.611,                 1.0648,                 1.1012,                0.77826,                0.77744,                0.80891,                0.47491,                 1.4638,                0.94047,                 1.0692,             1.6577e-05,             1.6577e-05,             1.6577e-05
                    200,                 1.5169,                 1.0145,                 1.1123,                0.76748,                0.78683,                0.80578,                0.48072,                  1.434,                0.93171,                 1.0631,             1.2453e-05,             1.2453e-05,             1.2453e-05
