Total detected boxes: 19
Detected boxes and their scores:
3.0,0.905081033706665,800.38134765625,543.5850830078125,897.599853515625,606.864501953125
5.0,0.7682420015335083,1229.4892578125,852.9176025390625,1420.3837890625,959.9459228515625
3.0,0.6171994805335999,972.4906005859375,672.045166015625,1076.9783935546875,739.640869140625
1.0,0.577885091304779,891.636474609375,562.0458984375,984.570556640625,647.5927734375
3.0,0.5742765665054321,1233.99560546875,656.687744140625,1327.001708984375,717.1705322265625
4.0,0.5581644773483276,1136.247314453125,803.5994262695312,1225.715087890625,867.0078735351562
7.0,0.5454573631286621,1009.5022583007812,673.656494140625,1234.411865234375,837.4920654296875
5.0,0.5337890386581421,747.279541015625,605.9400634765625,909.13134765625,711.5296630859375
3.0,0.5298087000846863,1169.4013671875,681.9482421875,1264.9189453125,747.2501220703125
4.0,0.5287741422653198,909.8974609375,694.7315673828125,1006.19677734375,762.6204833984375
4.0,0.4360148012638092,1231.824951171875,712.6255493164062,1321.280029296875,772.2066040039062
3.0,0.39623722434043884,978.9492797851562,683.007080078125,1077.185546875,749.3370361328125
4.0,0.3611748516559601,686.5758666992188,558.9248657226562,787.4408569335938,639.8241577148438
3.0,0.35323578119277954,1195.873046875,783.32421875,1280.793212890625,839.0908203125
7.0,0.341691255569458,1280.96240234375,622.211181640625,1461.258056640625,769.0318603515625
6.0,0.3316241204738617,1232.5311279296875,710.3694458007812,1320.6976318359375,776.8429565429688
6.0,0.3009999394416809,1462.6617431640625,671.9517822265625,1542.7017822265625,729.5958251953125
4.0,0.25954586267471313,1400.6875,566.0074462890625,1479.764404296875,623.4837646484375
4.0,0.25073787569999695,1357.14111328125,812.9085693359375,1453.7578125,884.8233642578125
