Total detected boxes: 12
Detected boxes and their scores:
5.0,0.7164311408996582,1070.699462890625,730.2566528320312,1265.793212890625,843.4149780273438
7.0,0.6841942071914673,1268.634765625,581.0128173828125,1460.59619140625,728.5614013671875
3.0,0.6444327235221863,832.8704833984375,797.17626953125,919.1617431640625,854.424072265625
4.0,0.6412126421928406,937.4776611328125,714.8919677734375,1038.1759033203125,786.758544921875
4.0,0.611473023891449,1482.177001953125,423.960205078125,1579.221923828125,501.6630859375
5.0,0.6107856035232544,1536.055908203125,493.6038818359375,1721.029052734375,603.466064453125
4.0,0.5377050042152405,1471.24560546875,1061.9610595703125,1556.2431640625,1125.4288330078125
4.0,0.44395753741264343,1713.23779296875,933.4908447265625,1810.625244140625,1004.265380859375
3.0,0.39809584617614746,879.6871337890625,755.814208984375,964.1937255859375,809.59716796875
3.0,0.36912184953689575,858.2843017578125,763.5750732421875,958.8160400390625,819.3250732421875
6.0,0.34859123826026917,1171.17724609375,673.935302734375,1260.23583984375,743.339111328125
3.0,0.32058364152908325,1995.1279296875,798.8013305664062,2094.671875,866.1400756835938
